Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	gente <span style='font-size:0.85em; color:#8b949e;'>(ج (Jīm) — Inicial)</span>	جنتہ	جَنـْتَه	Fórmula: Jīm inicial (جـ) + Nūn + Tā + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	generosidade <span style='font-size:0.85em; color:#8b949e;'>(ج (Jīm) — Medial)</span>	جنرزددہ	جَنَرُزِدَدَہ	Fórmula: Jīm inicial (جـ) + Nūn + Rā + Zāy + Dāl + Dāl + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	gem <span style='font-size:0.85em; color:#8b949e;'>(ج (Jīm) — Final)</span>	جم	جم	Fórmula: Jīm inicial (جـ) + Mīm final (ـم)
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	cidade <span style='font-size:0.85em; color:#8b949e;'>(چ (Chā) — Inicial)</span>	چددہ	چِدَدَہ	Fórmula: Chā inicial (چـ) + Dāl + Dāl + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	você <span style='font-size:0.85em; color:#8b949e;'>(چ (Chā) — Medial)</span>	وچہ	وۆچِی	Fórmula: Waw + Chā medial (ـچـ) + Gol He final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	fixo <span style='font-size:0.85em; color:#8b949e;'>(چ (Chā) — Final)</span>	فیچو	فِیچۆ	Fórmula: Fā inicial + Ye + Chā medial/final (ـچـ) + Waw final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	sua <span style='font-size:0.85em; color:#8b949e;'>(س (Sīn) — Inicial)</span>	سوه	سُۆہ	Fórmula: Sīn inicial (سـ) + Waw + Gol He final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	processo <span style='font-size:0.85em; color:#8b949e;'>(س (Sīn) — Medial)</span>	پرچسو	پْرَچَسۆ	Fórmula: Pā + Rā + Chā + Sīn medial (ـسـ) + Waw final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	mas <span style='font-size:0.85em; color:#8b949e;'>(س (Sīn) — Final)</span>	مس	مَسْ	Fórmula: Mīm inicial + Sīn final (ـس) com bacia inteira
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	chave <span style='font-size:0.85em; color:#8b949e;'>(ش (Šīn) — Inicial)</span>	شوه	شَوَه	Fórmula: Šīn inicial (شـ) + Waw + Gol He final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	lixo <span style='font-size:0.85em; color:#8b949e;'>(ش (Šīn) — Medial)</span>	لیشو	لِیشۆ	Fórmula: Lām inicial + Ye + Šīn medial (ـشـ) + Waw final
Aljamiado Português::01 - Curso Gradual::Lição 3: As Famílias do Jīm (ج, چ) e do Sīn (س, ش)	flash <span style='font-size:0.85em; color:#8b949e;'>(ش (Šīn) — Final)</span>	فلاش	فْلَاشْ	Fórmula: Fā + Lām + Alif + Šīn final (ـش) com bacia inteira
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	faz <span style='font-size:0.85em; color:#8b949e;'>(ف (Fā) — Inicial)</span>	فز	فَزْ	Fórmula: Fā inicial (فـ) + Zāy final (ـز)
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	professora <span style='font-size:0.85em; color:#8b949e;'>(ف (Fā) — Medial)</span>	پرفسرہ	پرفسرَہ	Fórmula: Pā + Rā + Fā medial (ـفـ) + Sīn + Rā + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	off <span style='font-size:0.85em; color:#8b949e;'>(ف (Fā) — Final)</span>	اف	اف	Fórmula: Alif + Fā final (ـف)
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	cada <span style='font-size:0.85em; color:#8b949e;'>(ك (Kāf) — Inicial)</span>	كدہ	كدَہ	Fórmula: Kāf inicial (كـ) + Dāl + Dāl + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	busca <span style='font-size:0.85em; color:#8b949e;'>(ك (Kāf) — Medial)</span>	بوسكہ	بوسكَہ	Fórmula: Bā + Waw + Sīn + Kāf medial (ـكـ) + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	check <span style='font-size:0.85em; color:#8b949e;'>(ك (Kāf) — Final)</span>	چك	چك	Fórmula: Chā inicial + Ye + Kāf final (ـك)
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	guia <span style='font-size:0.85em; color:#8b949e;'>(گ (Gāf) — Inicial)</span>	گیہ	گیَہ	Fórmula: Gāf inicial (گـ) + Ye + Gol He final
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	água <span style='font-size:0.85em; color:#8b949e;'>(گ (Gāf) — Medial)</span>	آگوه	آگۆہ	Fórmula: Alif Madd + Gāf medial (ـگـ) + Waw + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	blog <span style='font-size:0.85em; color:#8b949e;'>(گ (Gāf) — Final)</span>	بلگ	بلگ	Fórmula: Bā + Lām + Waw + Gāf final (ـگ)
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	luz <span style='font-size:0.85em; color:#8b949e;'>(ل (Lām) — Inicial)</span>	لوز	لوُزْ	Fórmula: Lām inicial (لـ) + Waw + Zāy final
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	pelo <span style='font-size:0.85em; color:#8b949e;'>(ل (Lām) — Medial)</span>	پلو	پَلۆ	Fórmula: Pā + Lām medial (ـلـ) + Waw final
Aljamiado Português::01 - Curso Gradual::Lição 4: As Letras de Alça e Gancho (ف, ك, گ, ل)	sol <span style='font-size:0.85em; color:#8b949e;'>(ل (Lām) — Final)</span>	سل	سل	Fórmula: Sīn + Waw + Lām final (ـل) com bacia inteira
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	muito <span style='font-size:0.85em; color:#8b949e;'>(م (Mīm) — Inicial)</span>	مویتو	مویتۆ	Fórmula: Mīm inicial (مـ) + Waw + Ye + Tā + Waw
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	como <span style='font-size:0.85em; color:#8b949e;'>(م (Mīm) — Medial)</span>	كمو	كَمۆ	Fórmula: Kāf + Mīm medial (ـمـ) + Waw final
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	bom <span style='font-size:0.85em; color:#8b949e;'>(م (Mīm) — Final)</span>	بم	بم	Fórmula: Bā + Mīm final (ـم) com cauda longa
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	não <span style='font-size:0.85em; color:#8b949e;'>(ن (Nūn) — Inicial)</span>	ناوم	ناوم	Fórmula: Nūn inicial (نـ) + Alif + Waw + Mīm (-ãom)
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	análise <span style='font-size:0.85em; color:#8b949e;'>(ن (Nūn) — Medial)</span>	انالیزہ	انالیزَہ	Fórmula: Alif + Nūn medial (ـنـ) + Alif + Lām + Zāy + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	on <span style='font-size:0.85em; color:#8b949e;'>(ن (Nūn) — Final)</span>	ان	ان	Fórmula: Alif + Nūn final (ـن) com bacia e ponto
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	ilumina <span style='font-size:0.85em; color:#8b949e;'>(ی (Ye) — Inicial)</span>	یلومنہ	یِلوُمِنَہ	Fórmula: Ye inicial (یـ) + Lām + Waw + Mīm + Nūn + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	minha <span style='font-size:0.85em; color:#8b949e;'>(ی (Ye) — Medial)</span>	مینیہ	مِینـِیَہ	Fórmula: Mīm + Ye medial (ـیـ) + Nūn + Gol He
Aljamiado Português::01 - Curso Gradual::Lição 5: Laços Circulares e Nasais (م, ن, ی)	até <span style='font-size:0.85em; color:#8b949e;'>(ی (Ye) — Final)</span>	اتی	اَتِی	Fórmula: Alif + Tā + Ye final (ـی / ـی)
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	honra <span style='font-size:0.85em; color:#8b949e;'>(1. H Mudo Inicial — Inicial (هـ))</span>	هنرہ	هَنـْرَه	Fórmula: ه + ن + ر + ہ
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	homem <span style='font-size:0.85em; color:#8b949e;'>(1. H Mudo Inicial — Inicial (هـ))</span>	همم	هَمَم	Fórmula: ه + م + م
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	carro <span style='font-size:0.85em; color:#8b949e;'>(2. RR Intervocálico — Medial (ـهـ))</span>	كاهو	كَہۆ	Fórmula: ك + ا + ه + و
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	terra <span style='font-size:0.85em; color:#8b949e;'>(2. RR Intervocálico — Medial (ـهـ))</span>	تہہ	تہَہ	Fórmula: ت + ه + ہ
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	boa <span style='font-size:0.85em; color:#8b949e;'>(3. Vogal Final -a/-e — Final (ہ / ـه))</span>	بوہ	بوۆہ	Fórmula: ب + و + ہ
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	livros <span style='font-size:0.85em; color:#8b949e;'>(4. Plural Nominal -hā — Sufixo (ـها))</span>	لیوروها	لیوروها	Fórmula: ل + ی + و + ر + و + ه + ا
Aljamiado Português::01 - Curso Gradual::Lição 6: O Universo do He (ه / ہ) e Suas Complexidades Ortográficas	rio <span style='font-size:0.85em; color:#8b949e;'>(5. Contraste R- (Rā) — Rā Inicial (ر))</span>	ریو	ریو	Fórmula: ر + ی + و
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	coração <span style='font-size:0.85em; color:#8b949e;'>(Didático / Explícito — Facilitar o aprendizado inicial e eliminar qualquer margem de dúvida.)</span>	Grafam-se todas as semivogais do ditongo nasal (-ão &rarr; او).	كَرَچاوْم كَرَچاوْم اَها كَرَچاوْم دۆ كَرَچاوْم كَرَچاوْم (-كَرَچاوْم كَرَچاوْم; كَرَچاوْم).	Fórmula: كرچاو
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	sabedoria / generosidade <span style='font-size:0.85em; color:#8b949e;'>(Econômico / Fluente — Maximizar a velocidade de escrita manual e a elegância visual em palavras longas.)</span>	Larga-se a totalidade das vogais internas não-finais, apoiando-se no esqueleto consonantal único.	سَبَدُرِیَہ اَ سَبَدُرِیَہ دَاها سَبَدُرِیَہ سَبَدُرِیَہ سَبَدُرِیَہ, سَبَدُرِیَہ سَبَدُرِیَہ سَبَدُرِیَہ سَبَدُرِیَہ سَبَدُرِیَہ.	Fórmula: سبدریہ / جنرزددہ
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	pau vs. pó <span style='font-size:0.85em; color:#8b949e;'>(Desambiguador — Evitar colisão de significado em palavras curtas ou homógrafas.)</span>	Insere-se o Alif em palavras curtas para evitar colisões vocálicas.	Insere-se وۆ Alif em پَلَوْرها curtas پَرَه evitar colisões vocálicas.	Fórmula: پاو vs. پو
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	pau / ao / ou <span style='font-size:0.85em; color:#8b949e;'>(-au / -ao — Alif + Waw (او))</span>	Alif (central [a]) + Waw (posterior [w])	اَوْ (اَوْ اَوْ) اَوْ اَوْ (اَوْ اَوْ)	Fórmula: پاو / او
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	pai / raiz / mais <span style='font-size:0.85em; color:#8b949e;'>(-ai / -ay — Alif + Ye (ای))</span>	Alif (central [a]) + Ye (palatal [j])	Alif (central [a]) + Ye (palatal [j])	Fórmula: پای / رایز / مایس
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	gostei / até / fé <span style='font-size:0.85em; color:#8b949e;'>(-ei / -é — Ye final (ـی / ـی))</span>	Ye (palatal [e]/[i]) atrai a terminação tónica	اَتِی (اَتِی اَتِی) اَتِی اَ اَتِی اَتِی	Fórmula: گوستی / اتی / فی
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	meu / rio / seu <span style='font-size:0.85em; color:#8b949e;'>(-eu / -iu — Ye + Waw (یو))</span>	Ye (anterior) + Waw (posterior [w])	سِیوۆ (سِیوۆ) سِیوۆ سِیوۆ (سِیوۆ سِیوۆ)	Fórmula: میو / ریو / سیو
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	pau / mau / ao <span style='font-size:0.85em; color:#8b949e;'>(-au (Oral) — Alif + Waw (او))</span>	Alif (central [a]) + Waw (posterior [w])	اَوْ (اَوْ اَوْ) اَوْ اَوْ (اَوْ اَوْ)	Fórmula: پاو / ماو / او
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	pão / mão / não / coração <span style='font-size:0.85em; color:#8b949e;'>(-ão (Nasal Singular) — Alif + Waw + Mīm (اوم))</span>	AOM (Alif-Waw-Mīm): desambigua de -au (pão پاوم vs pau پاو)	پاوم (پاوم): پاوم دِه -پاوم (پاوم پاوم پاوم پاوم پاوم)	Fórmula: پاوم / ماوم / ناوم / كرچاوم
Aljamiado Português::01 - Curso Gradual::Lição 7: Síntese de Leitura e Costura de Frases	razões / corações <span style='font-size:0.85em; color:#8b949e;'>(-ões (Nasal Plural) — Waw + [Ye] + Mīm + Gol He + Alif (ومها / ویها))</span>	Ditongo nasal [õj̃ʃ] com Mīm + logograma de plural -hā	كَرَچومها كَرَچومها كَرَچومها كَرَچومها كَرَچومها كَرَچومها كَرَچومها دِه كَرَچومها -كَرَچومها	Fórmula: رزومها / كرچومها
Aljamiado Português::02 - Corpus de Frases	Que a paz e as bênçãos de Allah estejam com o profeta Muhammad e sua família.<br><span class='ipa-text'>[ki ɐ 'pas i ɐs 'bẽsɐ̃wʃ dʒi a'lːa es'tejɐ̃w kõ u pɾo'fɛtɐ mu'xɐmɐd i 'suɐ fɐ'miljɐ]</span>	كہ ا پز ی اها بنچوها دہ اللّٰہ استژم كم و پرفتہ محمّد ی سوہ فمیلیہ.	كَه كَه پَزْ كَه كَه كَه دِه كَه كَه كَه كَه كَه كَه كَه كَه كَه.	Gol He final (كہ, سوہ, فمیلیہ), sufixo nominal -hā (اها, بنچوها), Zāy em پز, Allah (اللّٰہ), Muhammad com Ḥā/7 (محمّد).
Aljamiado Português::02 - Corpus de Frases	A busca pelo conhecimento é um dever de todos.<br><span class='ipa-text'>[ɐ 'buʃkɐ 'pelu kuɲesi'mẽtu 'ɛ ũ de'veɾ dʒi 'todus]</span>	ا بوسكہ پلو كنیچمنتو ای اوم دور دہ تدوها.	اَ اَ پَلۆ كَنِیچْمَنـْتۆ اَ اَ اَ دِه تَدۆها.	Chā para C brando (كنیچمنتو sem i atónico interno), um estritamente como اوم (Alif-Waw-Mīm), infinitivo verbal (دور), plural nominal -hā (تدوها).
Aljamiado Português::02 - Corpus de Frases	A paciência e a gratidão trazem paz e sabedoria ao coração.<br><span class='ipa-text'>[ɐ pɐsi'ẽsiɐ i ɐ gɾɐtʃi'dɐ̃w 'tɾazĩw 'pas i sɐbedu'ɾiɐ aw koɾɐ'sɐ̃w]</span>	ا پچنچیہ ی ا گرتیداو ترزم پز ی سبدریہ او كرچاو.	اَ اَ اَ اَ اَ اَ پَزْ اَ سَبَدُرِیَہ اَ كَرَچاوْم.	Chā para C brando (پچنچیہ), sabedoria sem Waw (سبدریہ), Zāy em ترزم e پز, ditongo nasal (گرتیداو, كرچاو), contração ao (او).
Aljamiado Português::02 - Corpus de Frases	Seja muito bem-vindo à nossa comunidade.<br><span class='ipa-text'>['seʒɐ 'mwĩtu bẽj 'vĩdu a 'nɔsɐ komuni'dadʒi]</span>	سژہ مویتو بم-ویندو آ نسہ كمونددہ.	مویتۆ مویتۆ مویتۆ مویتۆ مویتۆ كَمُونِدَدَہ.	Žā para J/G brando (سژہ), hífen em mídia digital / ZWNJ em manuscrito (بم-ویندو / بم‌ویندو), Alif Madd inicial (آ), comunidade sem ye atónico (كمونددہ).
Aljamiado Português::02 - Corpus de Frases	As boas ações e as palavras sinceras transformam o mundo.<br><span class='ipa-text'>[ɐs 'bowɐs ɐ'sɐ̃wʃ i ɐs pɐ'lavɾɐs sĩ'sɛɾɐs tɾɐ̃ʃ'fɔɾmɐ̃w u 'mũdu]</span>	اها بوها اچوها ی اها پلورها سینچرها ترنسفرمم و مندو.	اَها بوۆها اَها اَها اَها پَلَوْرها سِینـْچَرها اَها اَها اَها.	Plurais nominais com -hā (اها, بوها, اچوها, پلورها, سینچرها), -am verbal defectivo (ترنسفرمم).
Aljamiado Português::02 - Corpus de Frases	Que Deus abençoe o seu trabalho e os seus estudos.<br><span class='ipa-text'>[ki 'dewʃ ɐbẽ'sɔj u 'sew tɾɐ'baʎu i uz 'sewʃ is'tudus]</span>	كہ دیوس ابنچوی و سیو تربلیو ی وها سیوها استودوها.	كَه كَه كَه كَه كَه تْرَبَلِیۆ كَه كَه كَه اَسْتُودۆها.	Lām-Ye em تربلیو, sufixo nominal -hā em plurais (وها, سیوها, استودوها).
